claim_id,domain,metric,manuscript_section,latex_label,source_anchor,manuscript_location,baseline_line,render_bucket,baseline_excerpt_norm,baseline_excerpt_sha256,table_row,table_col,artifact_path,artifact_kind,artifact_sha256,scientific_stage,selector,hash_source,raw_value,raw_unit,value_transform,display_unit,rounding_rule,display_value,attained_status,reference_cell,comparison_purpose,primary_or_sensitivity,counting_unit,guidance_status,evidence_note
N-anchor-PRB-Surrogate-0.0104811313415468-forward_2025,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2753|tab:path_anchor_summary|row=Surrogate rho=0.0104811313415468|col=PRB,2753,ACTIVE,"\latesttext{Surrogate} & \latesttext{$\approx0.01$} & \latesttext{0.904} & \latesttext{\$78,620} & \latesttext{\textbf{2",fee0aa436fb9985975f0f25860f9855ec0c218b4a689d28725ba1f4f312d4b78,Surrogate rho=0.0104811313415468,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=0.0104811313415468;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,-0.1011174420131545,coefficient,identity,coefficient,half_up:3,-0.101,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-0.0104811313415468-heldout,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2729|tab:path_anchor_summary|row=Surrogate rho=0.0104811313415468|col=PRB,2729,ACTIVE,"\latesttext{Surrogate} & \latesttext{$\approx0.01$} & \latesttext{0.894} & \latesttext{\$75,748} & \latesttext{\textbf{2",6257e896e87557194c3f7d73d36a7eeffdf21d52a1a420c6a0345ac7941a2394,Surrogate rho=0.0104811313415468,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=0.0104811313415468;role_label=DISPLAY_ANCHOR;evaluation=heldout,RECOMPUTED,-0.0881084491785245,coefficient,identity,coefficient,half_up:3,-0.088,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-0.1-forward_2025,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2754|tab:path_anchor_summary|row=Surrogate rho=0.1|col=PRB,2754,ACTIVE,"Surrogate & \latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \latesttext{\textbf{20.6\%}\textsuperscr",1ac55ee101f05a36454f42e41311f2e499b1cdf885e9ed6ca99dff3054862627,Surrogate rho=0.1,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=0.1;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,-0.0945190996634196,coefficient,identity,coefficient,half_up:3,-0.095,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-0.1-heldout,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2730|tab:path_anchor_summary|row=Surrogate rho=0.1|col=PRB,2730,ACTIVE,"Surrogate & \latesttext{$0.1$} & 0.894 & \$75,897 & \latesttext{\textbf{21.1\%}\textsuperscript{*}} & \latesttext{0.292}",158e229830ff0d0b4536f149ee2327d5bf6da02b8a09f6148ff5f112cfc77db4,Surrogate rho=0.1,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=0.1;role_label=DISPLAY_ANCHOR;evaluation=heldout,RECOMPUTED,-0.0793912779584894,coefficient,identity,coefficient,half_up:3,-0.079,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-0.954095476349994-forward_2025,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2755|tab:path_anchor_summary|row=Surrogate rho=0.954095476349994|col=PRB,2755,ACTIVE,"Surrogate & \latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\textsuperscript{*} & \latest",83354210d1b17df63f21def964a98a48db13aad36a411b2fbfb87011ce4da38e,Surrogate rho=0.954095476349994,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=0.954095476349994;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,-0.0622880556371023,coefficient,identity,coefficient,half_up:3,-0.062,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-0.954095476349994-heldout,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2731|tab:path_anchor_summary|row=Surrogate rho=0.954095476349994|col=PRB,2731,ACTIVE,"Surrogate & \latesttext{$\approx1$} & \textbf{0.897}\textsuperscript{*} & \textbf{\$75,468}\textsuperscript{*} & \latest",c3235e3460ce76663f62e8c4a621d82e29a996690fdd467304404e7044ff9eb5,Surrogate rho=0.954095476349994,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=0.954095476349994;role_label=DISPLAY_ANCHOR;evaluation=heldout,RECOMPUTED,-0.0454448456397615,coefficient,identity,coefficient,half_up:3,-0.045,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-10.481131341546853-forward_2025,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2756|tab:path_anchor_summary|row=Surrogate rho=10.481131341546853|col=PRB,2756,ACTIVE,"Surrogate & \latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \latesttext{20.9\%} & \latesttext{",4c9eec6beb0e5f82b1940b1914ed5635d2360300f904da87331049dd9701526e,Surrogate rho=10.481131341546853,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=10.481131341546853;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,0.0001345072515744,coefficient,identity,coefficient,half_up:3,0.000,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-10.481131341546853-heldout,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2732|tab:path_anchor_summary|row=Surrogate rho=10.481131341546853|col=PRB,2732,ACTIVE,"Surrogate & \latesttext{$\approx10$} & 0.893 & \$78,110 & \latesttext{21.6\%} & \latesttext{0.329} & \textbf{1.024}\text",a9e8e2940e41c21b1c2c45f24db64c8ae0980b9bdebbf2d50c953fb436d0b0a6,Surrogate rho=10.481131341546853,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=10.481131341546853;role_label=DISPLAY_ANCHOR;evaluation=heldout,RECOMPUTED,0.0125645503853559,coefficient,identity,coefficient,half_up:3,0.013,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-100.0-forward_2025,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2757|tab:path_anchor_summary|row=Surrogate rho=100.0|col=PRB,2757,ACTIVE,"Surrogate & 100 & 0.900 & \$85,257 & \latesttext{22.0\%} & \latesttext{0.336} & \textbf{1.020}\textsuperscript{*} & \tex",b1d969be249340a677ff5c7e9487e61a69375822eaf81b45b91941f22793a1d1,Surrogate rho=100.0,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=100.0;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,0.0302285093567256,coefficient,identity,coefficient,half_up:3,0.030,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-PRB-Surrogate-100.0-heldout,prb,PRB,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2733|tab:path_anchor_summary|row=Surrogate rho=100.0|col=PRB,2733,ACTIVE,"Surrogate & 100 & 0.889 & \$82,094 & \latesttext{22.8\%} & \latesttext{0.357} & \textbf{1.010}\textsuperscript{*} & \tex",68aaae29496f1fc8c72de7cd74ffaa26ee07966bdb85beb206d5e76fff6b66d4,Surrogate rho=100.0,PRB,analysis/p1_inferential_reporting/tables/prb_inference.csv,csv,fb7e8f117c7916d0a22f14f4c2e7f00d1e84eceaff63c12a4edd5833f7ef926a,P1_PRB,display_kind=plan_display_anchor;family=Surrogate;j=;ext_target=;rho=100.0;role_label=DISPLAY_ANCHOR;evaluation=heldout,RECOMPUTED,0.0418274900426723,coefficient,identity,coefficient,half_up:3,0.042,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2013_ADOPTED,"frozen_PRB_value, the value the manuscript displays, reconciled against the canonical PRB function. IAAO 2013 is ADOPTED guidance for PRB."
N-anchor-VEI-Direct-0.0104811313415468-forward_2025,vei_ed2,VEI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2745|tab:path_anchor_summary|row=Direct rho=0.0104811313415468|col=VEI,2745,ACTIVE,\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{\textbf{0.905}\textsuperscript{*}} & \latesttext{\textbf{,7a2b7d2463f1f70208ef2757b6c7d877a43c80c7469e61f318503d94530fa8ce,Direct rho=0.0104811313415468,VEI,analysis/p1_inferential_reporting/tables/vei_significance.csv,csv,8e27d0ae0bd25d337ff078f79273de9205f668134883a441119ffb6c622fa757,P1_VEI_ED2,display_kind=plan_display_anchor;family=Direct;j=;ext_target=;rho=0.0104811313415468;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,-29.78552349345996,percent,identity,percent,half_up:1,-29.8,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"frozen_VEI_value. VEI's +/-10% band is a May-2026 EXPOSURE DRAFT diagnostic band, NOT adopted IAAO guidance, and VEI is already in percent in the artifact (value_transform identity, not times_100)."
N-anchor-VEI-Direct-0.0104811313415468-heldout,vei_ed2,VEI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2721|tab:path_anchor_summary|row=Direct rho=0.0104811313415468|col=VEI,2721,ACTIVE,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,Direct rho=0.0104811313415468,VEI,analysis/p1_inferential_reporting/tables/vei_significance.csv,csv,8e27d0ae0bd25d337ff078f79273de9205f668134883a441119ffb6c622fa757,P1_VEI_ED2,display_kind=plan_display_anchor;family=Direct;j=;ext_target=;rho=0.0104811313415468;role_label=DISPLAY_ANCHOR;evaluation=heldout,RECOMPUTED,-26.94991177387821,percent,identity,percent,half_up:1,-26.9,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"frozen_VEI_value. VEI's +/-10% band is a May-2026 EXPOSURE DRAFT diagnostic band, NOT adopted IAAO guidance, and VEI is already in percent in the artifact (value_transform identity, not times_100)."
N-anchor-VEI-Direct-0.1-forward_2025,vei_ed2,VEI,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,tab:path_anchor_summary,L2746|tab:path_anchor_summary|row=Direct rho=0.1|col=VEI,2746,ACTIVE,"Direct & \latesttext{$0.1$} & \textbf{0.906}\textsuperscript{*} & \textbf{\$78,029}\textsuperscript{*} & \latesttext{\te",1c9cb29d27163230611da00379c01370f74e69745104d63be95b073c3848e142,Direct rho=0.1,VEI,analysis/p1_inferential_reporting/tables/vei_significance.csv,csv,8e27d0ae0bd25d337ff078f79273de9205f668134883a441119ffb6c622fa757,P1_VEI_ED2,display_kind=plan_display_anchor;family=Direct;j=;ext_target=;rho=0.1;role_label=DISPLAY_ANCHOR;evaluation=forward_2025,RECOMPUTED,-27.730031869502053,percent,identity,percent,half_up:1,-27.7,ATTAINED,C,PENALTY_ISOLATING,PRIMARY,NOT_APPLICABLE,IAAO_2026_ED2_PROPOSED,"frozen_VEI_value. VEI's +/-10% band is a May-2026 EXPOSURE DRAFT diagnostic band, NOT adopted IAAO guidance, and VEI is already in percent in the artifact (value_transform identity, not times_100)."
